,Phase,AUC,F1_C0,F1_C1,MSE,Prec_C0,Prec_C1,Recal_C0,Recal_C1,LemmVsStem,TrValRatio,nGrams,Balanced,Vocabulary,Time,Ratio,nFeats
3,Val-DecisionTreeClassifier,0.816,0.981,0.701,0.036,0.975,0.767,0.986,0.646,5,0.3,2,True,False,159.1,1:1,5350
4,Tr-SGDClassifier,0.636,0.972,0.426,0.053,0.947,0.964,0.999,0.273,5,0.3,2,True,False,12.4,1:1,5350
5,Val-SGDClassifier,0.729,0.98,0.613,0.038,0.963,0.916,0.997,0.46,5,0.3,2,True,False,12.4,1:1,5350
6,Tr-GaussianNB,0.819,0.963,0.593,0.068,0.975,0.521,0.951,0.687,5,0.3,2,True,False,15.9,1:1,5350
7,Val-GaussianNB,0.853,0.952,0.542,0.087,0.984,0.415,0.922,0.783,5,0.3,2,True,False,15.9,1:1,5350
8,Tr-AdaBoostClassifier,0.777,0.979,0.671,0.04,0.967,0.829,0.991,0.563,5,0.3,2,True,False,153.1,1:1,5350
9,Val-AdaBoostClassifier,0.765,0.979,0.646,0.039,0.968,0.803,0.991,0.54,5,0.3,2,True,False,153.1,1:1,5350
10,Val Soft,0.82,0.985,0.746,0.029,0.976,0.884,0.994,0.646,5,0.3,2,True,False,21.8,1:1,5350
11,Val Hard,0.802,0.984,0.726,0.03,0.973,0.898,0.995,0.608,5,0.3,2,True,False,22.2,1:1,5350
0,Tr-RandomForestClassifier,0.697,0.975,0.547,0.047,0.955,0.877,0.996,0.398,1,0.3,3,True,False,30.2,1:1,5350
1,Val-RandomForestClassifier,0.718,0.979,0.589,0.04,0.962,0.892,0.996,0.439,1,0.3,3,True,False,30.2,1:1,5350
2,Tr-DecisionTreeClassifier,0.798,0.978,0.677,0.042,0.97,0.76,0.985,0.611,1,0.3,3,True,False,112.9,1:1,5350
3,Val-DecisionTreeClassifier,0.784,0.979,0.657,0.04,0.971,0.753,0.987,0.582,1,0.3,3,True,False,112.9,1:1,5350
4,Tr-SGDClassifier,0.618,0.971,0.379,0.056,0.944,0.966,0.999,0.236,1,0.3,3,True,False,11.5,1:1,5350
5,Val-SGDClassifier,0.731,0.98,0.618,0.038,0.964,0.917,0.997,0.466,1,0.3,3,True,False,11.5,1:1,5350
6,Tr-GaussianNB,0.798,0.975,0.654,0.047,0.971,0.696,0.979,0.617,1,0.3,3,True,False,15.5,1:1,5350
7,Val-GaussianNB,0.837,0.977,0.682,0.043,0.979,0.667,0.975,0.698,1,0.3,3,True,False,15.5,1:1,5350
8,Tr-AdaBoostClassifier,0.788,0.98,0.689,0.038,0.969,0.835,0.991,0.586,1,0.3,3,True,False,149.1,1:1,5350
9,Val-AdaBoostClassifier,0.775,0.981,0.675,0.035,0.969,0.861,0.994,0.556,1,0.3,3,True,False,149.1,1:1,5350
10,Val Soft,0.796,0.983,0.713,0.032,0.972,0.883,0.994,0.598,1,0.3,3,True,False,18.5,1:1,5350
11,Val Hard,0.765,0.982,0.669,0.035,0.968,0.894,0.996,0.534,1,0.3,3,True,False,18.7,1:1,5350
0,Tr-RandomForestClassifier,0.691,0.975,0.537,0.048,0.954,0.886,0.996,0.385,2,0.3,3,True,False,30.6,1:1,5350
1,Val-RandomForestClassifier,0.72,0.978,0.587,0.041,0.962,0.866,0.995,0.444,2,0.3,3,True,False,30.6,1:1,5350
2,Tr-DecisionTreeClassifier,0.804,0.977,0.68,0.042,0.971,0.746,0.983,0.625,2,0.3,3,True,False,112.0,1:1,5350
3,Val-DecisionTreeClassifier,0.784,0.979,0.659,0.04,0.971,0.759,0.987,0.582,2,0.3,3,True,False,112.0,1:1,5350
4,Tr-SGDClassifier,0.618,0.971,0.379,0.056,0.944,0.966,0.999,0.236,2,0.3,3,True,False,11.7,1:1,5350
5,Val-SGDClassifier,0.731,0.98,0.618,0.038,0.964,0.917,0.997,0.466,2,0.3,3,True,False,11.7,1:1,5350
6,Tr-GaussianNB,0.798,0.975,0.653,0.047,0.971,0.693,0.979,0.617,2,0.3,3,True,False,15.2,1:1,5350
7,Val-GaussianNB,0.839,0.977,0.684,0.043,0.979,0.665,0.975,0.704,2,0.3,3,True,False,15.2,1:1,5350
8,Tr-AdaBoostClassifier,0.786,0.979,0.681,0.039,0.968,0.822,0.99,0.582,2,0.3,3,True,False,149.7,1:1,5350
9,Val-AdaBoostClassifier,0.775,0.981,0.675,0.035,0.969,0.861,0.994,0.556,2,0.3,3,True,False,149.7,1:1,5350
10,Val Soft,0.802,0.984,0.728,0.03,0.973,0.906,0.996,0.608,2,0.3,3,True,False,18.7,1:1,5350
11,Val Hard,0.781,0.983,0.699,0.032,0.97,0.915,0.996,0.566,2,0.3,3,True,False,18.7,1:1,5350
0,Tr-RandomForestClassifier,0.68,0.974,0.514,0.05,0.953,0.871,0.996,0.364,5,0.3,3,True,False,30.3,1:1,5350
1,Val-RandomForestClassifier,0.689,0.977,0.533,0.044,0.958,0.889,0.997,0.381,5,0.3,3,True,False,30.3,1:1,5350
2,Tr-DecisionTreeClassifier,0.785,0.977,0.658,0.044,0.968,0.751,0.985,0.586,5,0.3,3,True,False,115.9,1:1,5350
3,Val-DecisionTreeClassifier,0.789,0.981,0.683,0.036,0.972,0.816,0.991,0.587,5,0.3,3,True,False,115.9,1:1,5350
4,Tr-SGDClassifier,0.597,0.969,0.324,0.058,0.941,0.969,1.0,0.195,5,0.3,3,True,False,11.6,1:1,5350
5,Val-SGDClassifier,0.715,0.979,0.588,0.04,0.962,0.911,0.997,0.434,5,0.3,3,True,False,11.6,1:1,5350
6,Tr-GaussianNB,0.799,0.974,0.651,0.048,0.971,0.687,0.978,0.619,5,0.3,3,True,False,15.3,1:1,5350
7,Val-GaussianNB,0.837,0.978,0.688,0.042,0.979,0.677,0.977,0.698,5,0.3,3,True,False,15.3,1:1,5350
8,Tr-AdaBoostClassifier,0.777,0.979,0.67,0.04,0.967,0.827,0.991,0.563,5,0.3,3,True,False,150.0,1:1,5350
9,Val-AdaBoostClassifier,0.768,0.98,0.656,0.038,0.969,0.824,0.992,0.545,5,0.3,3,True,False,150.0,1:1,5350
10,Val Soft,0.792,0.984,0.714,0.031,0.972,0.91,0.996,0.587,5,0.3,3,True,False,18.4,1:1,5350
11,Val Hard,0.773,0.983,0.689,0.033,0.969,0.92,0.997,0.55,5,0.3,3,True,False,18.4,1:1,5350
0,Tr-RandomForestClassifier,0.724,0.977,0.596,0.044,0.959,0.869,0.995,0.453,1,0.3,2,True,False,32.8,1:1,5500
1,Val-RandomForestClassifier,0.741,0.98,0.624,0.039,0.965,0.868,0.995,0.487,1,0.3,2,True,False,32.8,1:1,5500
2,Tr-DecisionTreeClassifier,0.817,0.979,0.7,0.04,0.973,0.758,0.984,0.65,1,0.3,2,True,False,154.5,1:1,5500
3,Val-DecisionTreeClassifier,0.82,0.98,0.701,0.037,0.976,0.752,0.985,0.656,1,0.3,2,True,False,154.5,1:1,5500
4,Tr-SGDClassifier,0.661,0.974,0.481,0.05,0.95,0.945,0.999,0.323,1,0.3,2,True,False,11.9,1:1,5500
5,Val-SGDClassifier,0.736,0.98,0.621,0.038,0.964,0.891,0.996,0.476,1,0.3,2,True,False,11.9,1:1,5500
6,Tr-GaussianNB,0.818,0.963,0.591,0.068,0.975,0.519,0.951,0.685,1,0.3,2,True,False,15.6,1:1,5500
7,Val-GaussianNB,0.857,0.952,0.543,0.088,0.984,0.413,0.921,0.794,1,0.3,2,True,False,15.6,1:1,5500
8,Tr-AdaBoostClassifier,0.798,0.98,0.701,0.037,0.97,0.834,0.991,0.605,1,0.3,2,True,False,155.0,1:1,5500
9,Val-AdaBoostClassifier,0.763,0.98,0.65,0.038,0.968,0.828,0.992,0.534,1,0.3,2,True,False,155.0,1:1,5500
10,Val Soft,0.817,0.984,0.74,0.03,0.975,0.877,0.994,0.64,1,0.3,2,True,False,21.1,1:1,5500
11,Val Hard,0.778,0.983,0.693,0.033,0.97,0.906,0.996,0.561,1,0.3,2,True,False,21.0,1:1,5500
0,Tr-RandomForestClassifier,0.743,0.978,0.631,0.041,0.962,0.884,0.995,0.491,2,0.3,2,True,False,32.7,1:1,5500
1,Val-RandomForestClassifier,0.743,0.979,0.622,0.039,0.965,0.845,0.994,0.492,2,0.3,2,True,False,32.7,1:1,5500
2,Tr-DecisionTreeClassifier,0.814,0.978,0.697,0.04,0.973,0.76,0.984,0.644,2,0.3,2,True,False,156.6,1:1,5500
3,Val-DecisionTreeClassifier,0.822,0.982,0.723,0.033,0.976,0.805,0.989,0.656,2,0.3,2,True,False,156.6,1:1,5500
4,Tr-SGDClassifier,0.662,0.974,0.484,0.05,0.95,0.946,0.999,0.325,2,0.3,2,True,False,11.9,1:1,5500
5,Val-SGDClassifier,0.733,0.98,0.616,0.039,0.964,0.89,0.996,0.471,2,0.3,2,True,False,11.9,1:1,5500
6,Tr-GaussianNB,0.818,0.963,0.591,0.068,0.975,0.519,0.951,0.685,2,0.3,2,True,False,15.6,1:1,5500
7,Val-GaussianNB,0.858,0.952,0.545,0.087,0.984,0.416,0.921,0.794,2,0.3,2,True,False,15.6,1:1,5500
8,Tr-AdaBoostClassifier,0.793,0.979,0.689,0.039,0.969,0.816,0.99,0.596,2,0.3,2,True,False,154.0,1:1,5500
9,Val-AdaBoostClassifier,0.763,0.98,0.65,0.038,0.968,0.828,0.992,0.534,2,0.3,2,True,False,154.0,1:1,5500
10,Val Soft,0.823,0.985,0.757,0.027,0.976,0.904,0.995,0.651,2,0.3,2,True,False,20.9,1:1,5500
11,Val Hard,0.786,0.983,0.706,0.032,0.971,0.908,0.996,0.577,2,0.3,2,True,False,21.4,1:1,5500
0,Tr-RandomForestClassifier,0.731,0.977,0.604,0.044,0.96,0.853,0.994,0.468,5,0.3,2,True,False,32.5,1:1,5500
1,Val-RandomForestClassifier,0.738,0.979,0.617,0.039,0.965,0.858,0.994,0.481,5,0.3,2,True,False,32.5,1:1,5500
2,Tr-DecisionTreeClassifier,0.8,0.977,0.673,0.043,0.971,0.739,0.983,0.617,5,0.3,2,True,False,162.2,1:1,5500
3,Val-DecisionTreeClassifier,0.818,0.98,0.695,0.038,0.976,0.745,0.984,0.651,5,0.3,2,True,False,162.2,1:1,5500
4,Tr-SGDClassifier,0.636,0.972,0.426,0.053,0.947,0.964,0.999,0.273,5,0.3,2,True,False,11.9,1:1,5500
5,Val-SGDClassifier,0.729,0.98,0.613,0.038,0.963,0.916,0.997,0.46,5,0.3,2,True,False,11.9,1:1,5500
6,Tr-GaussianNB,0.82,0.964,0.599,0.066,0.975,0.531,0.953,0.687,5,0.3,2,True,False,15.3,1:1,5500
7,Val-GaussianNB,0.854,0.953,0.549,0.085,0.984,0.423,0.925,0.783,5,0.3,2,True,False,15.3,1:1,5500
8,Tr-AdaBoostClassifier,0.777,0.979,0.671,0.04,0.967,0.829,0.991,0.563,5,0.3,2,True,False,153.7,1:1,5500
9,Val-AdaBoostClassifier,0.765,0.979,0.646,0.039,0.968,0.803,0.991,0.54,5,0.3,2,True,False,153.7,1:1,5500
10,Val Soft,0.825,0.985,0.752,0.029,0.976,0.879,0.994,0.656,5,0.3,2,True,False,21.4,1:1,5500
11,Val Hard,0.792,0.984,0.714,0.031,0.972,0.91,0.996,0.587,5,0.3,2,True,False,21.4,1:1,5500
0,Tr-RandomForestClassifier,0.699,0.975,0.549,0.048,0.956,0.859,0.995,0.404,1,0.3,3,True,False,30.5,1:1,5500
1,Val-RandomForestClassifier,0.735,0.979,0.612,0.04,0.964,0.857,0.994,0.476,1,0.3,3,True,False,30.5,1:1,5500
2,Tr-DecisionTreeClassifier,0.802,0.978,0.683,0.041,0.971,0.761,0.985,0.619,1,0.3,3,True,False,117.9,1:1,5500
3,Val-DecisionTreeClassifier,0.799,0.982,0.697,0.035,0.973,0.816,0.99,0.608,1,0.3,3,True,False,117.9,1:1,5500
4,Tr-SGDClassifier,0.618,0.971,0.379,0.056,0.944,0.966,0.999,0.236,1,0.3,3,True,False,11.9,1:1,5500
5,Val-SGDClassifier,0.731,0.98,0.618,0.038,0.964,0.917,0.997,0.466,1,0.3,3,True,False,11.9,1:1,5500
6,Tr-GaussianNB,0.801,0.975,0.655,0.047,0.971,0.69,0.978,0.623,1,0.3,3,True,False,15.5,1:1,5500
7,Val-GaussianNB,0.847,0.978,0.694,0.042,0.98,0.67,0.975,0.72,1,0.3,3,True,False,15.5,1:1,5500
8,Tr-AdaBoostClassifier,0.788,0.98,0.689,0.038,0.969,0.835,0.991,0.586,1,0.3,3,True,False,153.8,1:1,5500
9,Val-AdaBoostClassifier,0.775,0.981,0.675,0.035,0.969,0.861,0.994,0.556,1,0.3,3,True,False,153.8,1:1,5500
10,Val Soft,0.815,0.985,0.745,0.029,0.975,0.902,0.995,0.635,1,0.3,3,True,False,19.1,1:1,5500
11,Val Hard,0.799,0.984,0.724,0.03,0.973,0.905,0.996,0.603,1,0.3,3,True,False,19.2,1:1,5500
0,Tr-RandomForestClassifier,0.698,0.975,0.549,0.047,0.955,0.877,0.996,0.4,2,0.3,3,True,False,31.0,1:1,5500
1,Val-RandomForestClassifier,0.724,0.978,0.589,0.042,0.963,0.835,0.994,0.455,2,0.3,3,True,False,31.0,1:1,5500
2,Tr-DecisionTreeClassifier,0.803,0.978,0.681,0.042,0.971,0.754,0.984,0.621,2,0.3,3,True,False,118.0,1:1,5500
3,Val-DecisionTreeClassifier,0.803,0.981,0.69,0.037,0.974,0.78,0.988,0.619,2,0.3,3,True,False,118.0,1:1,5500
4,Tr-SGDClassifier,0.618,0.971,0.379,0.056,0.944,0.966,0.999,0.236,2,0.3,3,True,False,11.9,1:1,5500
5,Val-SGDClassifier,0.731,0.98,0.618,0.038,0.964,0.917,0.997,0.466,2,0.3,3,True,False,11.9,1:1,5500
6,Tr-GaussianNB,0.801,0.975,0.655,0.047,0.971,0.69,0.978,0.623,2,0.3,3,True,False,15.6,1:1,5500
7,Val-GaussianNB,0.85,0.978,0.697,0.041,0.981,0.672,0.975,0.725,2,0.3,3,True,False,15.6,1:1,5500
8,Tr-AdaBoostClassifier,0.786,0.979,0.681,0.039,0.968,0.822,0.99,0.582,2,0.3,3,True,False,154.3,1:1,5500
9,Val-AdaBoostClassifier,0.775,0.981,0.675,0.035,0.969,0.861,0.994,0.556,2,0.3,3,True,False,154.3,1:1,5500
10,Val Soft,0.82,0.985,0.746,0.029,0.976,0.884,0.994,0.646,2,0.3,3,True,False,20.3,1:1,5500
11,Val Hard,0.783,0.983,0.697,0.033,0.971,0.893,0.995,0.571,2,0.3,3,True,False,20.1,1:1,5500
0,Tr-RandomForestClassifier,0.688,0.974,0.526,0.049,0.954,0.852,0.995,0.381,5,0.3,3,True,False,30.8,1:1,5500
1,Val-RandomForestClassifier,0.726,0.98,0.612,0.038,0.963,0.935,0.998,0.455,5,0.3,3,True,False,30.8,1:1,5500
2,Tr-DecisionTreeClassifier,0.779,0.976,0.648,0.045,0.967,0.745,0.985,0.573,5,0.3,3,True,False,122.4,1:1,5500
3,Val-DecisionTreeClassifier,0.814,0.981,0.706,0.035,0.975,0.786,0.988,0.64,5,0.3,3,True,False,122.4,1:1,5500
4,Tr-SGDClassifier,0.596,0.969,0.321,0.059,0.941,0.969,1.0,0.193,5,0.3,3,True,False,11.8,1:1,5500
5,Val-SGDClassifier,0.715,0.979,0.588,0.04,0.962,0.911,0.997,0.434,5,0.3,3,True,False,11.8,1:1,5500
6,Tr-GaussianNB,0.801,0.975,0.655,0.047,0.971,0.69,0.978,0.623,5,0.3,3,True,False,16.0,1:1,5500
7,Val-GaussianNB,0.837,0.978,0.688,0.042,0.979,0.677,0.977,0.698,5,0.3,3,True,False,16.0,1:1,5500
8,Tr-AdaBoostClassifier,0.777,0.979,0.67,0.04,0.967,0.827,0.991,0.563,5,0.3,3,True,False,154.0,1:1,5500
9,Val-AdaBoostClassifier,0.768,0.98,0.656,0.038,0.969,0.824,0.992,0.545,5,0.3,3,True,False,154.0,1:1,5500
10,Val Soft,0.82,0.985,0.751,0.028,0.976,0.897,0.995,0.646,5,0.3,3,True,False,19.7,1:1,5500
11,Val Hard,0.787,0.984,0.71,0.031,0.971,0.924,0.997,0.577,5,0.3,3,True,False,19.3,1:1,5500
0,Tr-RandomForestClassifier,0.732,0.977,0.61,0.043,0.96,0.87,0.995,0.47,1,0.3,2,True,False,33.7,1:1,5650
1,Val-RandomForestClassifier,0.784,0.981,0.681,0.035,0.971,0.832,0.992,0.577,1,0.3,2,True,False,33.7,1:1,5650
2,Tr-DecisionTreeClassifier,0.818,0.978,0.696,0.041,0.973,0.744,0.982,0.654,1,0.3,2,True,False,160.4,1:1,5650
3,Val-DecisionTreeClassifier,0.823,0.981,0.706,0.036,0.976,0.758,0.985,0.661,1,0.3,2,True,False,160.4,1:1,5650
4,Tr-SGDClassifier,0.661,0.974,0.481,0.05,0.95,0.945,0.999,0.323,1,0.3,2,True,False,12.2,1:1,5650
5,Val-SGDClassifier,0.736,0.98,0.621,0.038,0.964,0.891,0.996,0.476,1,0.3,2,True,False,12.2,1:1,5650
6,Tr-GaussianNB,0.819,0.963,0.595,0.067,0.975,0.525,0.952,0.685,1,0.3,2,True,False,15.9,1:1,5650
7,Val-GaussianNB,0.851,0.952,0.542,0.086,0.983,0.416,0.923,0.778,1,0.3,2,True,False,15.9,1:1,5650
8,Tr-AdaBoostClassifier,0.798,0.98,0.701,0.037,0.97,0.834,0.991,0.605,1,0.3,2,True,False,159.5,1:1,5650
9,Val-AdaBoostClassifier,0.763,0.98,0.65,0.038,0.968,0.828,0.992,0.534,1,0.3,2,True,False,159.5,1:1,5650
10,Val Soft,0.829,0.984,0.75,0.029,0.977,0.857,0.992,0.667,1,0.3,2,True,False,21.5,1:1,5650
11,Val Hard,0.794,0.983,0.713,0.031,0.972,0.896,0.995,0.593,1,0.3,2,True,False,21.7,1:1,5650
0,Tr-RandomForestClassifier,0.73,0.977,0.606,0.044,0.96,0.865,0.994,0.466,2,0.3,2,True,False,33.6,1:1,5650
1,Val-RandomForestClassifier,0.747,0.981,0.639,0.037,0.966,0.895,0.996,0.497,2,0.3,2,True,False,33.6,1:1,5650
2,Tr-DecisionTreeClassifier,0.81,0.977,0.686,0.042,0.972,0.742,0.983,0.638,2,0.3,2,True,False,160.8,1:1,5650
3,Val-DecisionTreeClassifier,0.815,0.98,0.691,0.038,0.975,0.744,0.984,0.646,2,0.3,2,True,False,160.8,1:1,5650
4,Tr-SGDClassifier,0.662,0.974,0.484,0.05,0.95,0.946,0.999,0.325,2,0.3,2,True,False,12.1,1:1,5650
5,Val-SGDClassifier,0.736,0.98,0.621,0.038,0.964,0.891,0.996,0.476,2,0.3,2,True,False,12.1,1:1,5650
6,Tr-GaussianNB,0.819,0.964,0.596,0.067,0.975,0.527,0.952,0.685,2,0.3,2,True,False,15.9,1:1,5650
7,Val-GaussianNB,0.851,0.953,0.543,0.086,0.983,0.418,0.924,0.778,2,0.3,2,True,False,15.9,1:1,5650
8,Tr-AdaBoostClassifier,0.793,0.979,0.689,0.039,0.969,0.816,0.99,0.596,2,0.3,2,True,False,158.9,1:1,5650
9,Val-AdaBoostClassifier,0.763,0.98,0.65,0.038,0.968,0.828,0.992,0.534,2,0.3,2,True,False,158.9,1:1,5650
10,Val Soft,0.822,0.985,0.745,0.029,0.976,0.872,0.993,0.651,2,0.3,2,True,False,21.4,1:1,5650
11,Val Hard,0.794,0.984,0.716,0.031,0.972,0.903,0.996,0.593,2,0.3,2,True,False,21.5,1:1,5650
0,Tr-RandomForestClassifier,0.715,0.976,0.581,0.045,0.958,0.875,0.995,0.435,5,0.3,2,True,False,34.3,1:1,5650
1,Val-RandomForestClassifier,0.749,0.981,0.644,0.037,0.966,0.896,0.996,0.503,5,0.3,2,True,False,34.3,1:1,5650
2,Tr-DecisionTreeClassifier,0.797,0.976,0.664,0.045,0.97,0.725,0.982,0.613,5,0.3,2,True,False,169.0,1:1,5650
3,Val-DecisionTreeClassifier,0.829,0.981,0.715,0.035,0.977,0.765,0.985,0.672,5,0.3,2,True,False,169.0,1:1,5650
4,Tr-SGDClassifier,0.636,0.972,0.426,0.053,0.947,0.964,0.999,0.273,5,0.3,2,True,False,12.4,1:1,5650
5,Val-SGDClassifier,0.729,0.98,0.613,0.038,0.963,0.916,0.997,0.46,5,0.3,2,True,False,12.4,1:1,5650
6,Tr-GaussianNB,0.82,0.965,0.606,0.064,0.975,0.544,0.955,0.685,5,0.3,2,True,False,16.4,1:1,5650
7,Val-GaussianNB,0.854,0.954,0.551,0.084,0.984,0.425,0.926,0.783,5,0.3,2,True,False,16.4,1:1,5650
8,Tr-AdaBoostClassifier,0.777,0.979,0.671,0.04,0.967,0.829,0.991,0.563,5,0.3,2,True,False,158.5,1:1,5650
9,Val-AdaBoostClassifier,0.765,0.979,0.646,0.039,0.968,0.803,0.991,0.54,5,0.3,2,True,False,158.5,1:1,5650
10,Val Soft,0.828,0.985,0.76,0.027,0.977,0.893,0.994,0.661,5,0.3,2,True,False,22.1,1:1,5650
11,Val Hard,0.802,0.985,0.732,0.029,0.973,0.92,0.996,0.608,5,0.3,2,True,False,22.2,1:1,5650
0,Tr-RandomForestClassifier,0.69,0.975,0.535,0.048,0.954,0.885,0.996,0.383,1,0.3,3,True,False,32.7,1:1,5650
1,Val-RandomForestClassifier,0.719,0.978,0.579,0.042,0.962,0.832,0.994,0.444,1,0.3,3,True,False,32.7,1:1,5650
2,Tr-DecisionTreeClassifier,0.79,0.977,0.664,0.043,0.969,0.75,0.985,0.596,1,0.3,3,True,False,124.8,1:1,5650
3,Val-DecisionTreeClassifier,0.811,0.981,0.698,0.036,0.975,0.774,0.987,0.635,1,0.3,3,True,False,124.8,1:1,5650
4,Tr-SGDClassifier,0.618,0.971,0.379,0.056,0.944,0.966,0.999,0.236,1,0.3,3,True,False,12.3,1:1,5650
5,Val-SGDClassifier,0.731,0.98,0.618,0.038,0.964,0.917,0.997,0.466,1,0.3,3,True,False,12.3,1:1,5650
6,Tr-GaussianNB,0.805,0.974,0.655,0.048,0.972,0.677,0.977,0.634,1,0.3,3,True,False,16.5,1:1,5650
7,Val-GaussianNB,0.852,0.977,0.693,0.042,0.981,0.66,0.974,0.73,1,0.3,3,True,False,16.5,1:1,5650
8,Tr-AdaBoostClassifier,0.788,0.98,0.689,0.038,0.969,0.835,0.991,0.586,1,0.3,3,True,False,159.4,1:1,5650
9,Val-AdaBoostClassifier,0.775,0.981,0.675,0.035,0.969,0.861,0.994,0.556,1,0.3,3,True,False,159.4,1:1,5650
10,Val Soft,0.812,0.984,0.735,0.03,0.974,0.881,0.994,0.63,1,0.3,3,True,False,19.9,1:1,5650
11,Val Hard,0.789,0.983,0.705,0.032,0.971,0.894,0.995,0.582,1,0.3,3,True,False,19.8,1:1,5650
0,Tr-RandomForestClassifier,0.682,0.974,0.516,0.05,0.953,0.86,0.995,0.369,2,0.3,3,True,False,32.1,1:1,5650
1,Val-RandomForestClassifier,0.726,0.979,0.604,0.039,0.963,0.896,0.996,0.455,2,0.3,3,True,False,32.1,1:1,5650
2,Tr-DecisionTreeClassifier,0.802,0.977,0.679,0.042,0.971,0.751,0.984,0.619,2,0.3,3,True,False,125.2,1:1,5650
3,Val-DecisionTreeClassifier,0.795,0.98,0.677,0.038,0.972,0.77,0.987,0.603,2,0.3,3,True,False,125.2,1:1,5650
4,Tr-SGDClassifier,0.618,0.971,0.379,0.056,0.944,0.966,0.999,0.236,2,0.3,3,True,False,12.3,1:1,5650
5,Val-SGDClassifier,0.731,0.98,0.618,0.038,0.964,0.917,0.997,0.466,2,0.3,3,True,False,12.3,1:1,5650
6,Tr-GaussianNB,0.807,0.974,0.657,0.048,0.972,0.677,0.976,0.638,2,0.3,3,True,False,16.2,1:1,5650
7,Val-GaussianNB,0.852,0.977,0.692,0.043,0.981,0.657,0.973,0.73,2,0.3,3,True,False,16.2,1:1,5650
8,Tr-AdaBoostClassifier,0.786,0.979,0.681,0.039,0.968,0.822,0.99,0.582,2,0.3,3,True,False,160.7,1:1,5650
9,Val-AdaBoostClassifier,0.775,0.981,0.675,0.035,0.969,0.861,0.994,0.556,2,0.3,3,True,False,160.7,1:1,5650
10,Val Soft,0.817,0.985,0.742,0.029,0.975,0.883,0.994,0.64,2,0.3,3,True,False,19.9,1:1,5650
11,Val Hard,0.791,0.983,0.709,0.032,0.972,0.895,0.995,0.587,2,0.3,3,True,False,19.9,1:1,5650
0,Tr-RandomForestClassifier,0.68,0.974,0.515,0.049,0.953,0.88,0.996,0.364,5,0.3,3,True,False,32.4,1:1,5650
1,Val-RandomForestClassifier,0.723,0.979,0.596,0.04,0.963,0.885,0.996,0.45,5,0.3,3,True,False,32.4,1:1,5650
2,Tr-DecisionTreeClassifier,0.794,0.977,0.671,0.042,0.97,0.758,0.985,0.602,5,0.3,3,True,False,129.1,1:1,5650
3,Val-DecisionTreeClassifier,0.806,0.98,0.69,0.037,0.974,0.771,0.987,0.624,5,0.3,3,True,False,129.1,1:1,5650
4,Tr-SGDClassifier,0.597,0.969,0.324,0.058,0.941,0.969,1.0,0.195,5,0.3,3,True,False,12.1,1:1,5650
5,Val-SGDClassifier,0.715,0.979,0.588,0.04,0.962,0.911,0.997,0.434,5,0.3,3,True,False,12.1,1:1,5650
6,Tr-GaussianNB,0.804,0.975,0.659,0.047,0.971,0.691,0.978,0.629,5,0.3,3,True,False,16.1,1:1,5650
7,Val-GaussianNB,0.843,0.978,0.694,0.041,0.979,0.68,0.977,0.709,5,0.3,3,True,False,16.1,1:1,5650
8,Tr-AdaBoostClassifier,0.777,0.979,0.67,0.04,0.967,0.827,0.991,0.563,5,0.3,3,True,False,159.2,1:1,5650
9,Val-AdaBoostClassifier,0.768,0.98,0.656,0.038,0.969,0.824,0.992,0.545,5,0.3,3,True,False,159.2,1:1,5650
10,Val Soft,0.807,0.984,0.734,0.03,0.974,0.9,0.995,0.619,5,0.3,3,True,False,19.4,1:1,5650
11,Val Hard,0.797,0.984,0.724,0.03,0.972,0.919,0.996,0.598,5,0.3,3,True,False,19.5,1:1,5650
0,Tr-RandomForestClassifier,0.725,0.976,0.592,0.045,0.959,0.846,0.994,0.455,1,0.3,2,True,False,34.4,1:1,5800
1,Val-RandomForestClassifier,0.749,0.981,0.642,0.037,0.966,0.888,0.996,0.503,1,0.3,2,True,False,34.4,1:1,5800
2,Tr-DecisionTreeClassifier,0.82,0.979,0.704,0.04,0.974,0.76,0.984,0.656,1,0.3,2,True,False,167.0,1:1,5800
3,Val-DecisionTreeClassifier,0.815,0.979,0.687,0.039,0.975,0.735,0.984,0.646,1,0.3,2,True,False,167.0,1:1,5800
4,Tr-SGDClassifier,0.661,0.974,0.481,0.05,0.95,0.945,0.999,0.323,1,0.3,2,True,False,12.4,1:1,5800
5,Val-SGDClassifier,0.739,0.98,0.625,0.038,0.965,0.892,0.996,0.481,1,0.3,2,True,False,12.4,1:1,5800
6,Tr-GaussianNB,0.819,0.964,0.6,0.066,0.975,0.534,0.954,0.685,1,0.3,2,True,False,16.3,1:1,5800
7,Val-GaussianNB,0.851,0.953,0.547,0.085,0.983,0.422,0.925,0.778,1,0.3,2,True,False,16.3,1:1,5800
8,Tr-AdaBoostClassifier,0.798,0.98,0.701,0.037,0.97,0.834,0.991,0.605,1,0.3,2,True,False,164.7,1:1,5800
9,Val-AdaBoostClassifier,0.763,0.98,0.645,0.039,0.968,0.815,0.991,0.534,1,0.3,2,True,False,164.7,1:1,5800
10,Val Soft,0.811,0.984,0.73,0.031,0.974,0.869,0.993,0.63,1,0.3,2,True,False,21.8,1:1,5800
11,Val Hard,0.786,0.983,0.706,0.032,0.971,0.908,0.996,0.577,1,0.3,2,True,False,21.9,1:1,5800
