,Phase,AUC,F1_C0,F1_C1,MSE,Prec_C0,Prec_C1,Recal_C0,Recal_C1,LemmVsStem,TrValRatio,nGrams,Balanced,Vocabulary,Time,Ratio,nFeats
4,Tr-SGDClassifier,0.588,0.971,0.295,0.056,0.945,0.882,0.998,0.177,1,0.3,3,True,False,1.0,1:1,850
5,Val-SGDClassifier,0.695,0.976,0.55,0.046,0.955,0.914,0.997,0.394,1,0.3,3,True,False,1.0,1:1,850
6,Tr-GaussianNB,0.852,0.985,0.767,0.029,0.98,0.8270000000000001,0.989,0.7140000000000001,1,0.3,3,True,False,1.2,1:1,850
7,Val-GaussianNB,0.8270000000000001,0.979,0.7090000000000001,0.04,0.975,0.7509999999999999,0.983,0.6709999999999999,1,0.3,3,True,False,1.2,1:1,850
8,Tr-AdaBoostClassifier,0.7879999999999999,0.981,0.6809999999999999,0.036000000000000004,0.971,0.8109999999999999,0.99,0.5870000000000001,1,0.3,3,True,False,21.7,1:1,850
9,Val-AdaBoostClassifier,0.8140000000000001,0.982,0.735,0.033,0.972,0.873,0.993,0.634,1,0.3,3,True,False,21.7,1:1,850
10,Val Soft,0.813,0.982,0.7290000000000001,0.034,0.972,0.856,0.992,0.634,1,0.3,3,True,False,2.7,1:1,850
11,Val Hard,0.8029999999999999,0.982,0.725,0.033,0.971,0.892,0.994,0.611,1,0.3,3,True,False,2.8,1:1,850
0,Tr-RandomForestClassifier,0.759,0.98,0.642,0.039,0.967,0.8240000000000001,0.992,0.526,2,0.3,3,True,False,5.1,1:1,850
1,Val-RandomForestClassifier,0.774,0.979,0.672,0.039,0.966,0.851,0.992,0.556,2,0.3,3,True,False,5.1,1:1,850
2,Tr-DecisionTreeClassifier,0.826,0.98,0.705,0.037000000000000005,0.977,0.745,0.984,0.669,2,0.3,3,True,False,8.5,1:1,850
3,Val-DecisionTreeClassifier,0.816,0.977,0.6829999999999999,0.044,0.973,0.716,0.98,0.653,2,0.3,3,True,False,8.5,1:1,850
4,Tr-SGDClassifier,0.588,0.971,0.295,0.056,0.945,0.882,0.998,0.177,2,0.3,3,True,False,1.1,1:1,850
5,Val-SGDClassifier,0.695,0.976,0.55,0.046,0.955,0.914,0.997,0.394,2,0.3,3,True,False,1.1,1:1,850
6,Tr-GaussianNB,0.852,0.985,0.767,0.029,0.98,0.8270000000000001,0.989,0.7140000000000001,2,0.3,3,True,False,1.1,1:1,850
7,Val-GaussianNB,0.8270000000000001,0.979,0.7070000000000001,0.04,0.975,0.747,0.982,0.6709999999999999,2,0.3,3,True,False,1.1,1:1,850
8,Tr-AdaBoostClassifier,0.7859999999999999,0.981,0.6779999999999999,0.037000000000000005,0.971,0.81,0.99,0.5820000000000001,2,0.3,3,True,False,22.5,1:1,850
9,Val-AdaBoostClassifier,0.8140000000000001,0.982,0.735,0.033,0.972,0.873,0.993,0.634,2,0.3,3,True,False,22.5,1:1,850
10,Val Soft,0.813,0.982,0.725,0.035,0.972,0.846,0.991,0.634,2,0.3,3,True,False,3.0,1:1,850
11,Val Hard,0.809,0.983,0.7340000000000001,0.033,0.972,0.888,0.994,0.625,2,0.3,3,True,False,2.9,1:1,850
0,Tr-RandomForestClassifier,0.753,0.979,0.627,0.04,0.967,0.8009999999999999,0.991,0.515,5,0.3,3,True,False,5.5,1:1,850
1,Val-RandomForestClassifier,0.767,0.979,0.6609999999999999,0.04,0.965,0.848,0.992,0.542,5,0.3,3,True,False,5.5,1:1,850
2,Tr-DecisionTreeClassifier,0.816,0.98,0.695,0.038,0.975,0.7490000000000001,0.985,0.647,5,0.3,3,True,False,9.2,1:1,850
3,Val-DecisionTreeClassifier,0.7959999999999999,0.976,0.662,0.045,0.97,0.721,0.982,0.611,5,0.3,3,True,False,9.2,1:1,850
4,Tr-SGDClassifier,0.5820000000000001,0.971,0.278,0.056,0.944,0.905,0.999,0.165,5,0.3,3,True,False,0.9,1:1,850
5,Val-SGDClassifier,0.682,0.975,0.523,0.048,0.953,0.919,0.997,0.366,5,0.3,3,True,False,0.9,1:1,850
6,Tr-GaussianNB,0.853,0.985,0.7659999999999999,0.029,0.98,0.823,0.989,0.716,5,0.3,3,True,False,1.1,1:1,850
7,Val-GaussianNB,0.8390000000000001,0.98,0.726,0.038,0.976,0.7609999999999999,0.983,0.6940000000000001,5,0.3,3,True,False,1.1,1:1,850
8,Tr-AdaBoostClassifier,0.7759999999999999,0.98,0.665,0.037000000000000005,0.97,0.8170000000000001,0.991,0.561,5,0.3,3,True,False,22.4,1:1,850
9,Val-AdaBoostClassifier,0.795,0.981,0.703,0.036000000000000004,0.969,0.8540000000000001,0.992,0.597,5,0.3,3,True,False,22.4,1:1,850
10,Val Soft,0.802,0.982,0.7190000000000001,0.034,0.971,0.8740000000000001,0.993,0.611,5,0.3,3,True,False,2.9,1:1,850
11,Val Hard,0.7979999999999999,0.982,0.718,0.034,0.97,0.89,0.994,0.602,5,0.3,3,True,False,2.9,1:1,850
0,Tr-RandomForestClassifier,0.785,0.981,0.682,0.036000000000000004,0.971,0.8320000000000001,0.992,0.578,0,0.3,1,True,False,7.2,1:1,1000
1,Val-RandomForestClassifier,0.831,0.983,0.7509999999999999,0.032,0.975,0.853,0.991,0.6709999999999999,0,0.3,1,True,False,7.2,1:1,1000
2,Tr-DecisionTreeClassifier,0.85,0.982,0.732,0.035,0.98,0.7490000000000001,0.983,0.716,0,0.3,1,True,False,29.1,1:1,1000
3,Val-DecisionTreeClassifier,0.856,0.982,0.757,0.034,0.979,0.789,0.985,0.727,0,0.3,1,True,False,29.1,1:1,1000
4,Tr-SGDClassifier,0.7120000000000001,0.978,0.5720000000000001,0.042,0.961,0.861,0.995,0.429,0,0.3,1,True,False,1.1,1:1,1000
5,Val-SGDClassifier,0.7390000000000001,0.979,0.632,0.04,0.961,0.92,0.997,0.481,0,0.3,1,True,False,1.1,1:1,1000
6,Tr-GaussianNB,0.792,0.885,0.345,0.195,0.981,0.221,0.807,0.777,0,0.3,1,True,False,1.3,1:1,1000
7,Val-GaussianNB,0.82,0.8590000000000001,0.354,0.231,0.988,0.222,0.76,0.88,0,0.3,1,True,False,1.3,1:1,1000
8,Tr-AdaBoostClassifier,0.763,0.979,0.642,0.039,0.968,0.805,0.991,0.535,0,0.3,1,True,False,26.8,1:1,1000
9,Val-AdaBoostClassifier,0.768,0.979,0.669,0.039,0.965,0.873,0.994,0.542,0,0.3,1,True,False,26.8,1:1,1000
10,Val Soft,0.867,0.985,0.7929999999999999,0.028,0.98,0.847,0.99,0.745,0,0.3,1,True,False,4.6,1:1,1000
11,Val Hard,0.8370000000000001,0.984,0.77,0.029,0.976,0.8859999999999999,0.993,0.6809999999999999,0,0.3,1,True,False,4.6,1:1,1000
0,Tr-RandomForestClassifier,0.787,0.982,0.696,0.033,0.971,0.87,0.994,0.58,1,0.3,1,True,False,7.0,1:1,1000
1,Val-RandomForestClassifier,0.804,0.981,0.7170000000000001,0.035,0.971,0.858,0.992,0.616,1,0.3,1,True,False,7.0,1:1,1000
2,Tr-DecisionTreeClassifier,0.85,0.982,0.7340000000000001,0.034,0.98,0.752,0.983,0.716,1,0.3,1,True,False,27.9,1:1,1000
3,Val-DecisionTreeClassifier,0.8640000000000001,0.981,0.7559999999999999,0.035,0.98,0.767,0.982,0.745,1,0.3,1,True,False,27.9,1:1,1000
4,Tr-SGDClassifier,0.711,0.978,0.569,0.043,0.961,0.853,0.995,0.426,1,0.3,1,True,False,1.1,1:1,1000
5,Val-SGDClassifier,0.748,0.979,0.647,0.039,0.963,0.915,0.996,0.5,1,0.3,1,True,False,1.1,1:1,1000
6,Tr-GaussianNB,0.7959999999999999,0.877,0.338,0.207,0.982,0.214,0.7929999999999999,0.799,1,0.3,1,True,False,1.4,1:1,1000
7,Val-GaussianNB,0.809,0.848,0.337,0.248,0.987,0.209,0.743,0.875,1,0.3,1,True,False,1.4,1:1,1000
8,Tr-AdaBoostClassifier,0.7759999999999999,0.98,0.664,0.037000000000000005,0.97,0.8140000000000001,0.991,0.561,1,0.3,1,True,False,26.6,1:1,1000
9,Val-AdaBoostClassifier,0.792,0.98,0.698,0.037000000000000005,0.969,0.848,0.992,0.593,1,0.3,1,True,False,26.6,1:1,1000
10,Val Soft,0.871,0.985,0.7909999999999999,0.029,0.981,0.8320000000000001,0.988,0.755,1,0.3,1,True,False,4.5,1:1,1000
11,Val Hard,0.8320000000000001,0.983,0.755,0.031,0.975,0.863,0.992,0.6709999999999999,1,0.3,1,True,False,4.7,1:1,1000
0,Tr-RandomForestClassifier,0.785,0.981,0.679,0.036000000000000004,0.971,0.8240000000000001,0.991,0.578,2,0.3,1,True,False,6.9,1:1,1000
1,Val-RandomForestClassifier,0.794,0.98,0.695,0.038,0.969,0.8320000000000001,0.991,0.597,2,0.3,1,True,False,6.9,1:1,1000
2,Tr-DecisionTreeClassifier,0.846,0.981,0.725,0.036000000000000004,0.98,0.74,0.982,0.71,2,0.3,1,True,False,28.4,1:1,1000
3,Val-DecisionTreeClassifier,0.865,0.982,0.765,0.033,0.98,0.785,0.984,0.745,2,0.3,1,True,False,28.4,1:1,1000
4,Tr-SGDClassifier,0.711,0.978,0.569,0.043,0.961,0.857,0.995,0.426,2,0.3,1,True,False,1.1,1:1,1000
5,Val-SGDClassifier,0.748,0.979,0.647,0.039,0.963,0.915,0.996,0.5,2,0.3,1,True,False,1.1,1:1,1000
6,Tr-GaussianNB,0.7959999999999999,0.877,0.338,0.207,0.983,0.214,0.792,0.8009999999999999,2,0.3,1,True,False,1.4,1:1,1000
7,Val-GaussianNB,0.8079999999999999,0.847,0.336,0.249,0.987,0.208,0.741,0.875,2,0.3,1,True,False,1.4,1:1,1000
8,Tr-AdaBoostClassifier,0.775,0.98,0.664,0.037000000000000005,0.969,0.8190000000000001,0.991,0.5579999999999999,2,0.3,1,True,False,26.2,1:1,1000
9,Val-AdaBoostClassifier,0.792,0.98,0.696,0.037000000000000005,0.969,0.8420000000000001,0.991,0.593,2,0.3,1,True,False,26.2,1:1,1000
10,Val Soft,0.871,0.984,0.787,0.029,0.981,0.823,0.987,0.755,2,0.3,1,True,False,4.6,1:1,1000
11,Val Hard,0.8240000000000001,0.982,0.742,0.033,0.974,0.85,0.991,0.657,2,0.3,1,True,False,4.5,1:1,1000
0,Tr-RandomForestClassifier,0.785,0.981,0.68,0.036000000000000004,0.971,0.8270000000000001,0.991,0.578,5,0.3,1,True,False,7.3,1:1,1000
1,Val-RandomForestClassifier,0.795,0.981,0.7070000000000001,0.036000000000000004,0.969,0.866,0.993,0.597,5,0.3,1,True,False,7.3,1:1,1000
2,Tr-DecisionTreeClassifier,0.835,0.98,0.7040000000000001,0.038,0.978,0.721,0.981,0.688,5,0.3,1,True,False,29.4,1:1,1000
3,Val-DecisionTreeClassifier,0.856,0.982,0.753,0.034,0.979,0.7809999999999999,0.984,0.727,5,0.3,1,True,False,29.4,1:1,1000
4,Tr-SGDClassifier,0.7020000000000001,0.977,0.5539999999999999,0.043,0.96,0.8590000000000001,0.995,0.409,5,0.3,1,True,False,1.1,1:1,1000
5,Val-SGDClassifier,0.737,0.978,0.628,0.041,0.961,0.92,0.997,0.477,5,0.3,1,True,False,1.1,1:1,1000
6,Tr-GaussianNB,0.7929999999999999,0.883,0.342,0.199,0.981,0.219,0.802,0.784,5,0.3,1,True,False,1.5,1:1,1000
7,Val-GaussianNB,0.815,0.861,0.35200000000000004,0.229,0.987,0.221,0.764,0.866,5,0.3,1,True,False,1.5,1:1,1000
8,Tr-AdaBoostClassifier,0.7709999999999999,0.981,0.6629999999999999,0.037000000000000005,0.969,0.836,0.992,0.55,5,0.3,1,True,False,26.2,1:1,1000
9,Val-AdaBoostClassifier,0.7879999999999999,0.98,0.696,0.037000000000000005,0.968,0.863,0.993,0.583,5,0.3,1,True,False,26.2,1:1,1000
10,Val Soft,0.853,0.983,0.767,0.031,0.978,0.8240000000000001,0.988,0.718,5,0.3,1,True,False,4.8,1:1,1000
11,Val Hard,0.8270000000000001,0.983,0.753,0.031,0.974,0.872,0.992,0.662,5,0.3,1,True,False,4.8,1:1,1000
0,Tr-RandomForestClassifier,0.752,0.98,0.636,0.039,0.966,0.843,0.993,0.511,0,0.3,2,True,False,5.8,1:1,1000
1,Val-RandomForestClassifier,0.7709999999999999,0.98,0.68,0.037000000000000005,0.966,0.901,0.995,0.546,0,0.3,2,True,False,5.8,1:1,1000
2,Tr-DecisionTreeClassifier,0.818,0.981,0.708,0.035,0.976,0.777,0.987,0.649,0,0.3,2,True,False,10.6,1:1,1000
3,Val-DecisionTreeClassifier,0.8140000000000001,0.979,0.7,0.04,0.973,0.768,0.985,0.644,0,0.3,2,True,False,10.6,1:1,1000
4,Tr-SGDClassifier,0.62,0.973,0.381,0.052000000000000005,0.949,0.889,0.998,0.242,0,0.3,2,True,False,1.1,1:1,1000
5,Val-SGDClassifier,0.693,0.976,0.547,0.046,0.955,0.923,0.997,0.389,0,0.3,2,True,False,1.1,1:1,1000
6,Tr-GaussianNB,0.848,0.984,0.758,0.03,0.98,0.815,0.989,0.708,0,0.3,2,True,False,1.3,1:1,1000
7,Val-GaussianNB,0.852,0.98,0.736,0.037000000000000005,0.979,0.75,0.981,0.722,0,0.3,2,True,False,1.3,1:1,1000
8,Tr-AdaBoostClassifier,0.773,0.98,0.6559999999999999,0.039,0.969,0.7979999999999999,0.99,0.556,0,0.3,2,True,False,25.6,1:1,1000
9,Val-AdaBoostClassifier,0.8079999999999999,0.982,0.722,0.035,0.971,0.8540000000000001,0.992,0.625,0,0.3,2,True,False,25.6,1:1,1000
10,Val Soft,0.8140000000000001,0.982,0.735,0.033,0.972,0.873,0.993,0.634,0,0.3,2,True,False,3.2,1:1,1000
11,Val Hard,0.8009999999999999,0.983,0.73,0.032,0.97,0.916,0.996,0.606,0,0.3,2,True,False,3.2,1:1,1000
0,Tr-RandomForestClassifier,0.752,0.98,0.639,0.038,0.966,0.852,0.994,0.511,1,0.3,2,True,False,5.6,1:1,1000
1,Val-RandomForestClassifier,0.7659999999999999,0.98,0.672,0.038,0.965,0.899,0.995,0.537,1,0.3,2,True,False,5.6,1:1,1000
2,Tr-DecisionTreeClassifier,0.84,0.983,0.742,0.032,0.978,0.7979999999999999,0.988,0.693,1,0.3,2,True,False,9.6,1:1,1000
3,Val-DecisionTreeClassifier,0.8190000000000001,0.979,0.7070000000000001,0.039,0.973,0.77,0.985,0.653,1,0.3,2,True,False,9.6,1:1,1000
4,Tr-SGDClassifier,0.63,0.973,0.405,0.051,0.95,0.89,0.998,0.262,1,0.3,2,True,False,1.3,1:1,1000
5,Val-SGDClassifier,0.705,0.976,0.5710000000000001,0.045,0.956,0.927,0.997,0.412,1,0.3,2,True,False,1.3,1:1,1000
6,Tr-GaussianNB,0.84,0.984,0.75,0.03,0.978,0.82,0.989,0.69,1,0.3,2,True,False,1.5,1:1,1000
7,Val-GaussianNB,0.852,0.98,0.7340000000000001,0.038,0.979,0.746,0.981,0.722,1,0.3,2,True,False,1.5,1:1,1000
8,Tr-AdaBoostClassifier,0.784,0.98,0.6729999999999999,0.037000000000000005,0.971,0.804,0.99,0.578,1,0.3,2,True,False,26.1,1:1,1000
9,Val-AdaBoostClassifier,0.8079999999999999,0.982,0.722,0.035,0.971,0.8540000000000001,0.992,0.625,1,0.3,2,True,False,26.1,1:1,1000
10,Val Soft,0.8270000000000001,0.983,0.7509999999999999,0.032,0.974,0.867,0.992,0.662,1,0.3,2,True,False,3.5,1:1,1000
11,Val Hard,0.8029999999999999,0.983,0.733,0.032,0.971,0.917,0.996,0.611,1,0.3,2,True,False,3.3,1:1,1000
0,Tr-RandomForestClassifier,0.738,0.979,0.615,0.04,0.965,0.848,0.994,0.483,2,0.3,2,True,False,5.8,1:1,1000
1,Val-RandomForestClassifier,0.75,0.979,0.643,0.04,0.963,0.8859999999999999,0.995,0.505,2,0.3,2,True,False,5.8,1:1,1000
2,Tr-DecisionTreeClassifier,0.8270000000000001,0.982,0.721,0.034,0.977,0.7859999999999999,0.987,0.667,2,0.3,2,True,False,9.8,1:1,1000
3,Val-DecisionTreeClassifier,0.8170000000000001,0.979,0.7090000000000001,0.038,0.973,0.782,0.986,0.648,2,0.3,2,True,False,9.8,1:1,1000
4,Tr-SGDClassifier,0.63,0.973,0.405,0.051,0.95,0.89,0.998,0.262,2,0.3,2,True,False,1.1,1:1,1000
5,Val-SGDClassifier,0.705,0.976,0.5710000000000001,0.045,0.956,0.927,0.997,0.412,2,0.3,2,True,False,1.1,1:1,1000
6,Tr-GaussianNB,0.84,0.984,0.75,0.03,0.978,0.82,0.989,0.69,2,0.3,2,True,False,1.3,1:1,1000
7,Val-GaussianNB,0.852,0.98,0.7340000000000001,0.038,0.979,0.746,0.981,0.722,2,0.3,2,True,False,1.3,1:1,1000
8,Tr-AdaBoostClassifier,0.782,0.98,0.6679999999999999,0.038,0.97,0.8009999999999999,0.99,0.574,2,0.3,2,True,False,26.6,1:1,1000
9,Val-AdaBoostClassifier,0.8109999999999999,0.982,0.727,0.034,0.972,0.861,0.992,0.63,2,0.3,2,True,False,26.6,1:1,1000
10,Val Soft,0.818,0.983,0.741,0.032,0.973,0.8740000000000001,0.993,0.644,2,0.3,2,True,False,3.3,1:1,1000
11,Val Hard,0.8009999999999999,0.982,0.726,0.033,0.97,0.903,0.995,0.606,2,0.3,2,True,False,3.3,1:1,1000
0,Tr-RandomForestClassifier,0.745,0.979,0.627,0.039,0.965,0.851,0.994,0.496,5,0.3,2,True,False,5.7,1:1,1000
1,Val-RandomForestClassifier,0.7559999999999999,0.979,0.649,0.04,0.964,0.868,0.994,0.519,5,0.3,2,True,False,5.7,1:1,1000
2,Tr-DecisionTreeClassifier,0.8240000000000001,0.982,0.715,0.035,0.976,0.78,0.987,0.66,5,0.3,2,True,False,10.5,1:1,1000
3,Val-DecisionTreeClassifier,0.818,0.979,0.701,0.04,0.973,0.758,0.984,0.653,5,0.3,2,True,False,10.5,1:1,1000
4,Tr-SGDClassifier,0.61,0.972,0.35600000000000004,0.053,0.948,0.888,0.998,0.223,5,0.3,2,True,False,1.1,1:1,1000
5,Val-SGDClassifier,0.703,0.976,0.568,0.045,0.956,0.936,0.998,0.407,5,0.3,2,True,False,1.1,1:1,1000
6,Tr-GaussianNB,0.8440000000000001,0.984,0.752,0.03,0.979,0.8140000000000001,0.989,0.6990000000000001,5,0.3,2,True,False,1.3,1:1,1000
7,Val-GaussianNB,0.853,0.979,0.7290000000000001,0.039,0.979,0.73,0.979,0.727,5,0.3,2,True,False,1.3,1:1,1000
8,Tr-AdaBoostClassifier,0.777,0.981,0.669,0.037000000000000005,0.97,0.825,0.992,0.563,5,0.3,2,True,False,25.7,1:1,1000
9,Val-AdaBoostClassifier,0.79,0.98,0.6920000000000001,0.038,0.969,0.841,0.991,0.588,5,0.3,2,True,False,25.7,1:1,1000
10,Val Soft,0.8340000000000001,0.984,0.76,0.031,0.975,0.8690000000000001,0.992,0.6759999999999999,5,0.3,2,True,False,3.3,1:1,1000
11,Val Hard,0.7959999999999999,0.982,0.715,0.034,0.97,0.89,0.994,0.597,5,0.3,2,True,False,3.2,1:1,1000
0,Tr-RandomForestClassifier,0.75,0.978,0.618,0.042,0.966,0.7809999999999999,0.99,0.511,0,0.3,3,True,False,5.8,1:1,1000
1,Val-RandomForestClassifier,0.754,0.979,0.647,0.04,0.963,0.8740000000000001,0.994,0.514,0,0.3,3,True,False,5.8,1:1,1000
2,Tr-DecisionTreeClassifier,0.828,0.98,0.701,0.038,0.977,0.732,0.983,0.6729999999999999,0,0.3,3,True,False,9.8,1:1,1000
